,Unnamed: 0,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,date,day,month,year,week
1734,1902.0,Arizona,No,Basic,Bachelor,Others,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,12128.4467,2011-01-16,29431.0,103.0,29.0,35.0,0.0,2.0,237.896227,2011-01-16,16,1,2011,2
1735,1903.0,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,Offer3,Branch,Two-Door Car,Small,9080.28284,2011-02-02,68073.0,114.0,16.0,63.0,0.0,8.0,547.2,2011-02-02,2,2,2011,5
1736,1904.0,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer4,Agent,Four-Door Car,Small,6796.844769,2011-01-19,17937.0,65.0,1.0,27.0,0.0,2.0,312.0,2011-01-19,19,1,2011,3
1737,1905.0,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,2867.312197,2011-01-03,23376.0,78.0,19.0,18.0,0.0,1.0,374.4,2011-01-03,3,1,2011,1
1738,1906.0,Nevada,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,2395.57,2011-01-27,21986.0,63.0,1.0,9.0,0.0,1.0,333.696228,2011-01-27,27,1,2011,4
1739,1907.0,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal,Offer3,Branch,Sports Car,Small,7094.167717,2011-02-18,23032.0,89.0,30.0,22.0,0.0,7.0,427.2,2011-02-18,18,2,2011,7
1740,1908.0,Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal,Offer1,Web,SUV,Medsize,4128.091334,2011-02-19,32114.0,104.0,22.0,50.0,0.0,1.0,445.29049,2011-02-19,19,2,2011,7
1741,1909.0,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special,Offer2,Web,Four-Door Car,Medsize,4046.936065,2011-02-11,13330.0,117.0,33.0,74.0,0.0,1.0,561.6,2011-02-11,11,2,2011,6
1742,1910.0,Oregon,No,Basic,College,Others,M,Suburban,Single,Personal,Offer3,Agent,Two-Door Car,Medsize,4869.282783,2011-01-19,44934.0,61.0,9.0,60.0,0.0,4.0,357.926979,2011-01-19,19,1,2011,3
1743,1911.0,Oregon,No,Extended,Master,Unemployed,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,2902.151897,2011-02-05,96137.0,73.0,17.0,34.0,2.0,1.0,67.490616,2011-02-05,5,2,2011,5
1744,1912.0,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,4282.947971,2011-02-26,40864.0,109.0,16.0,70.0,1.0,1.0,166.937747,2011-02-26,26,2,2011,8
1745,1913.0,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer2,Web,Sports Car,Medsize,7750.120323,2011-02-23,22668.0,67.0,5.0,34.0,1.0,2.0,33.718553,2011-02-23,23,2,2011,8
1746,1914.0,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,6627.174629,2011-02-07,90751.0,82.0,2.0,22.0,1.0,8.0,315.826382,2011-02-07,7,2,2011,6
1747,1915.0,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer4,Branch,Two-Door Car,Small,7474.605769,2011-01-15,44186.0,64.0,9.0,96.0,2.0,2.0,295.04969,2011-01-15,15,1,2011,2
1748,1916.0,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Special,Offer1,Branch,Four-Door Car,Small,5561.291397,2011-01-29,92678.0,70.0,0.0,67.0,0.0,3.0,34.689611,2011-01-29,29,1,2011,4
1749,1917.0,Nevada,No,Basic,College,Employed,M,Rural,Single,Special,Offer1,Agent,SUV,Large,6098.462114,2011-01-05,74257.0,76.0,16.0,91.0,0.0,3.0,214.586742,2011-01-05,5,1,2011,1
1750,1918.0,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Call Center,SUV,Medsize,2859.52893,2011-02-18,99981.0,71.0,2.0,22.0,0.0,1.0,204.872273,2011-02-18,18,2,2011,7
1751,1919.0,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Large,5994.424627,2011-01-02,0.0,91.0,26.0,89.0,0.0,6.0,655.2,2011-01-02,2,1,2011,52
1752,1920.0,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer4,Web,Two-Door Car,Large,5635.249486,2011-01-22,19591.0,74.0,8.0,79.0,0.0,4.0,95.925021,2011-01-22,22,1,2011,3
1753,1921.0,Nevada,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Personal,Offer2,Branch,Four-Door Car,Medsize,5067.208338,2011-01-20,29095.0,127.0,2.0,80.0,0.0,1.0,664.280864,2011-01-20,20,1,2011,3
1754,1922.0,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,2263.284608,2011-01-19,0.0,62.0,25.0,15.0,0.0,1.0,389.750793,2011-01-19,19,1,2011,3
1755,1923.0,California,Yes,Extended,Bachelor,Others,F,Suburban,Divorced,Personal,Offer2,Call Center,Four-Door Car,Medsize,14435.67365,2011-01-26,60880.0,119.0,25.0,89.0,0.0,2.0,109.906628,2011-01-26,26,1,2011,4
1756,1924.0,California,No,Basic,College,Employed,F,Urban,Divorced,Corporate,Offer4,Agent,Four-Door Car,Medsize,4928.397077,2011-01-18,61785.0,61.0,31.0,47.0,0.0,5.0,271.10697,2011-01-18,18,1,2011,3
1757,1925.0,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Two-Door Car,Small,12036.62051,2011-02-10,44428.0,104.0,17.0,61.0,0.0,2.0,499.2,2011-02-10,10,2,2011,6
1758,1926.0,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate,Offer3,Branch,Four-Door Car,Large,8564.768226,2011-02-17,95697.0,107.0,29.0,29.0,0.0,9.0,178.006524,2011-02-17,17,2,2011,7
1759,1927.0,Washington,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Agent,Sports Car,Small,2361.883909,2011-02-24,18064.0,63.0,10.0,45.0,2.0,1.0,182.964184,2011-02-24,24,2,2011,8
1760,1928.0,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal,Offer2,Agent,Sports Car,Medsize,5565.693282,2011-02-10,74720.0,70.0,15.0,99.0,0.0,3.0,200.812425,2011-02-10,10,2,2011,6
1761,1929.0,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Branch,Four-Door Car,Medsize,5146.80976,2011-01-25,22594.0,67.0,22.0,41.0,0.0,3.0,321.6,2011-01-25,25,1,2011,4
1762,1931.0,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2938.080327,2011-02-09,40987.0,73.0,6.0,15.0,0.0,1.0,329.013275,2011-02-09,9,2,2011,6
1763,1932.0,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer2,Web,SUV,Medsize,14432.74644,2011-02-19,24561.0,126.0,1.0,31.0,0.0,2.0,853.473552,2011-02-19,19,2,2011,7
1764,1933.0,Oregon,Yes,Basic,Master,Employed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,13027.41984,2011-02-12,76456.0,83.0,27.0,34.0,1.0,2.0,42.693918,2011-02-12,12,2,2011,6
1765,1934.0,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Offer4,Call Center,SUV,Medsize,2451.988783,2011-01-21,65828.0,62.0,22.0,3.0,0.0,1.0,297.6,2011-01-21,21,1,2011,3
1766,1935.0,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal,Offer1,Web,Four-Door Car,Medsize,4661.984144,2011-02-04,0.0,68.0,0.0,48.0,1.0,5.0,489.6,2011-02-04,4,2,2011,5
1767,1936.0,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,5600.010179,2011-02-15,63621.0,70.0,8.0,48.0,0.0,5.0,444.620265,2011-02-15,15,2,2011,7
1768,1937.0,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Corporate,Offer2,Agent,Four-Door Car,Medsize,4016.132772,2011-01-05,10074.0,107.0,33.0,42.0,0.0,1.0,108.995934,2011-01-05,5,1,2011,1
1769,1938.0,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
1770,1940.0,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Large,7343.353716,2011-01-05,0.0,68.0,16.0,57.0,0.0,2.0,479.028818,2011-01-05,5,1,2011,1
1771,1941.0,California,Yes,Basic,Master,Others,M,Suburban,Divorced,Personal,Offer1,Call Center,Four-Door Car,Small,4804.514274,2011-01-22,23604.0,64.0,4.0,86.0,0.0,8.0,460.8,2011-01-22,22,1,2011,3
1772,1942.0,Nevada,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal,Offer4,Branch,Two-Door Car,Large,2735.538859,2011-02-14,99205.0,68.0,7.0,21.0,0.0,1.0,323.246017,2011-02-14,14,2,2011,7
1773,1943.0,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer4,Web,Four-Door Car,Medsize,6940.972823,2011-01-03,0.0,92.0,4.0,60.0,0.0,3.0,441.6,2011-01-03,3,1,2011,1
1774,1944.0,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Small,2396.219292,2011-01-10,0.0,66.0,6.0,71.0,2.0,1.0,433.160284,2011-01-10,10,1,2011,2
1775,1946.0,Arizona,No,Extended,Bachelor,Employed,F,Urban,Divorced,Personal,Offer1,Call Center,SUV,Medsize,5380.898636,2011-02-24,55350.0,67.0,0.0,13.0,0.0,9.0,321.6,2011-02-24,24,2,2011,8
1776,1947.0,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,Two-Door Car,Medsize,8432.815731,2011-02-26,21052.0,111.0,12.0,55.0,0.0,5.0,453.578343,2011-02-26,26,2,2011,8
1777,1948.0,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,7556.507482,2011-01-19,0.0,69.0,5.0,64.0,0.0,2.0,496.8,2011-01-19,19,1,2011,3
1778,1949.0,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,Offer1,Call Center,SUV,Medsize,7787.431684,2011-01-20,24664.0,69.0,12.0,15.0,0.0,2.0,496.8,2011-01-20,20,1,2011,3
1779,1950.0,Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Personal,Offer4,Branch,Two-Door Car,Medsize,4787.812897,2011-01-27,45225.0,124.0,15.0,83.0,0.0,1.0,209.176923,2011-01-27,27,1,2011,4
1780,1951.0,Oregon,No,Basic,Bachelor,Others,M,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Large,9707.647552,2011-01-13,30430.0,86.0,6.0,77.0,0.0,2.0,425.662574,2011-01-13,13,1,2011,2
1781,1953.0,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,2552.226197,2011-02-02,35149.0,64.0,26.0,33.0,0.0,1.0,120.477298,2011-02-02,2,2,2011,5
1782,1954.0,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer4,Branch,SUV,Medsize,5223.429265,2011-02-04,16513.0,71.0,23.0,37.0,0.0,6.0,340.8,2011-02-04,4,2,2011,5
1783,1955.0,California,No,Extended,Master,Unemployed,M,Suburban,Married,Personal,Offer1,Call Center,SUV,Large,5010.44933,2011-01-27,10892.0,66.0,16.0,9.0,0.0,3.0,316.8,2011-01-27,27,1,2011,4
1784,1956.0,Nevada,No,Extended,Doctor,Employed,M,Rural,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,5597.12496,2011-01-27,37995.0,139.0,16.0,50.0,0.0,1.0,667.2,2011-01-27,27,1,2011,4
1785,1957.0,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Large,4457.936252,2011-02-24,54704.0,113.0,6.0,75.0,0.0,1.0,468.176056,2011-02-24,24,2,2011,8
1786,1958.0,Nevada,No,Extended,Master,Employed,F,Rural,Divorced,Personal,Offer2,Web,Two-Door Car,Medsize,8200.78728,2011-02-13,25381.0,71.0,22.0,62.0,0.0,2.0,340.8,2011-02-13,13,2,2011,6
1787,1959.0,California,No,Basic,Doctor,Employed,F,Urban,Married,Special,Offer2,Call Center,Four-Door Car,Medsize,2746.080105,2011-02-19,0.0,74.0,5.0,75.0,0.0,1.0,355.2,2011-02-19,19,2,2011,7
1788,1960.0,Nevada,Yes,Premium,College,Employed,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,10215.77915,2011-01-09,18150.0,67.0,17.0,34.0,0.0,2.0,220.304649,2011-01-09,9,1,2011,1
1789,1961.0,Arizona,No,Extended,College,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,2453.570794,2011-02-09,29735.0,69.0,3.0,92.0,0.0,1.0,331.2,2011-02-09,9,2,2011,6
1790,1962.0,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal,Offer4,Web,Four-Door Car,Medsize,5872.958817,2011-02-04,77156.0,73.0,30.0,39.0,0.0,7.0,445.817914,2011-02-04,4,2,2011,5
1791,1963.0,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,3118.927949,2011-02-05,88782.0,78.0,6.0,38.0,0.0,1.0,357.757645,2011-02-05,5,2,2011,5
1792,1964.0,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,5568.656492,2011-02-21,51489.0,139.0,14.0,10.0,0.0,1.0,236.739322,2011-02-21,21,2,2011,8
1793,1965.0,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal,Offer1,Agent,Two-Door Car,Large,9029.71466,2011-02-02,16972.0,125.0,17.0,89.0,0.0,5.0,600.0,2011-02-02,2,2,2011,5
1794,1966.0,Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Branch,Four-Door Car,Medsize,7591.827171,2011-01-15,99359.0,95.0,16.0,19.0,0.0,9.0,233.265397,2011-01-15,15,1,2011,2
1795,1967.0,California,No,Extended,Master,Employed,F,Suburban,Married,Corporate,Offer4,Branch,Two-Door Car,Large,2255.312942,2011-01-26,58289.0,62.0,18.0,92.0,4.0,1.0,297.6,2011-01-26,26,1,2011,4
1796,1968.0,Washington,No,Basic,College,Others,F,Rural,Married,Personal,Offer2,Web,Two-Door Car,Medsize,,,,,,,,,,,0,0,0,0
1797,1969.0,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Small,9445.649461,2011-01-24,93246.0,78.0,31.0,24.0,0.0,2.0,41.628869,2011-01-24,24,1,2011,4
1798,1970.0,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,6803.596768,2011-02-04,43758.0,171.0,16.0,29.0,0.0,1.0,1129.929433,2011-02-04,4,2,2011,5
1799,1971.0,California,No,Basic,Doctor,Employed,M,Rural,Married,Personal,Offer3,Branch,SUV,Medsize,9766.217126,2011-02-12,75651.0,81.0,23.0,60.0,0.0,2.0,375.11129,2011-02-12,12,2,2011,6
1800,1972.0,Oregon,No,Basic,College,Unemployed,F,Urban,Divorced,Personal,Offer1,Web,SUV,Medsize,7294.846132,2011-02-02,0.0,67.0,13.0,91.0,0.0,2.0,321.6,2011-02-02,2,2,2011,5
1801,1973.0,Arizona,No,Extended,Master,Employed,M,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,5682.515346,2011-01-13,36938.0,70.0,32.0,31.0,0.0,3.0,244.801119,2011-01-13,13,1,2011,2
1802,1975.0,Nevada,Yes,Basic,College,Employed,M,Urban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,6332.941818,2011-02-27,50843.0,82.0,12.0,65.0,0.0,3.0,393.6,2011-02-27,27,2,2011,8
1803,1976.0,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate,Offer1,Call Center,Two-Door Car,Small,4916.577034,2011-02-14,21907.0,62.0,6.0,47.0,0.0,3.0,2.96438,2011-02-14,14,2,2011,7
1804,1977.0,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,4798.240889,2011-02-20,77846.0,119.0,8.0,45.0,0.0,1.0,342.471939,2011-02-20,20,2,2011,7
1805,1978.0,Nevada,No,Premium,Master,Employed,M,Urban,Married,Personal,Offer3,Agent,Two-Door Car,Medsize,10408.96865,2011-02-18,20228.0,101.0,3.0,43.0,1.0,2.0,523.815839,2011-02-18,18,2,2011,7
1806,1979.0,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,9247.464417,2011-01-02,97030.0,76.0,14.0,24.0,0.0,2.0,416.637499,2011-01-02,2,1,2011,52
1807,1980.0,Nevada,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,7322.92885,2011-02-07,80864.0,182.0,5.0,30.0,0.0,1.0,618.210272,2011-02-07,7,2,2011,6
1808,1981.0,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Offer2,Call Center,Four-Door Car,Medsize,8275.900104,2011-01-24,48197.0,106.0,10.0,61.0,0.0,6.0,508.8,2011-01-24,24,1,2011,4
1809,1982.0,California,No,Basic,Master,Employed,M,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,5635.403677,2011-01-20,70837.0,73.0,7.0,19.0,4.0,3.0,362.743231,2011-01-20,20,1,2011,3
1810,1984.0,Arizona,No,Basic,College,Others,M,Urban,Divorced,Personal,Offer3,Branch,Four-Door Car,Medsize,14970.28509,2011-01-11,85297.0,93.0,7.0,91.0,0.0,2.0,620.011594,2011-01-11,11,1,2011,2
1811,1986.0,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,9336.336922,2011-01-25,70177.0,115.0,12.0,34.0,0.0,8.0,225.517666,2011-01-25,25,1,2011,4
1812,1988.0,California,No,Extended,College,Others,F,Suburban,Married,Personal,Offer1,Agent,SUV,Large,,,,,,,,,,,0,0,0,0
1813,1989.0,California,No,Basic,College,Others,F,Urban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,5686.915259,2011-01-15,63143.0,71.0,31.0,85.0,0.0,3.0,340.8,2011-01-15,15,1,2011,2
1814,1990.0,Nevada,Yes,Premium,College,Employed,M,Suburban,Single,Personal,Offer2,Branch,Sports Car,Medsize,8622.835375,2011-02-18,97361.0,73.0,6.0,85.0,0.0,2.0,350.4,2011-02-18,18,2,2011,7
1815,1991.0,Washington,No,Basic,Master,Employed,F,Rural,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,5079.674786,2011-01-28,50052.0,130.0,6.0,50.0,0.0,1.0,624.0,2011-01-28,28,1,2011,4
1816,1992.0,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Small,5623.314472,2011-01-05,11612.0,71.0,20.0,92.0,0.0,5.0,340.8,2011-01-05,5,1,2011,1
1817,1993.0,Washington,No,Extended,Bachelor,Others,M,Suburban,Divorced,Corporate,Offer1,Branch,SUV,Medsize,5270.013569,2011-01-29,78115.0,65.0,1.0,12.0,0.0,4.0,255.454322,2011-01-29,29,1,2011,4
1818,1994.0,Oregon,No,Extended,College,Employed,M,Rural,Married,Special,Offer1,Branch,SUV,Large,8621.172176,2011-01-08,81947.0,71.0,12.0,78.0,0.0,2.0,203.993499,2011-01-08,8,1,2011,1
1819,1995.0,Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Personal,Offer1,Branch,SUV,Large,7918.334928,2011-02-14,44698.0,211.0,0.0,88.0,4.0,1.0,1012.8,2011-02-14,14,2,2011,7
1820,1996.0,California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
1821,1997.0,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer3,Branch,Two-Door Car,Small,15417.6822,2011-01-03,69841.0,192.0,0.0,66.0,0.0,7.0,878.812468,2011-01-03,3,1,2011,1
1822,1998.0,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate,Offer4,Call Center,Four-Door Car,Medsize,8692.636838,2011-01-08,97768.0,72.0,22.0,14.0,0.0,2.0,151.843731,2011-01-08,8,1,2011,1
1823,1999.0,California,No,Extended,College,Employed,F,Rural,Married,Personal,Offer3,Branch,Sports Car,Medsize,6503.143913,2011-02-04,0.0,187.0,6.0,12.0,0.0,1.0,1588.682955,2011-02-04,4,2,2011,5
1824,2000.0,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,,,,,,,,,,,0,0,0,0
1825,2001.0,California,No,Premium,College,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Small,5914.951808,2011-01-28,50217.0,74.0,18.0,2.0,0.0,9.0,355.2,2011-01-28,28,1,2011,4
1826,2003.0,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Luxury SUV,Medsize,4645.839058,2011-02-05,0.0,71.0,3.0,33.0,0.0,3.0,697.186307,2011-02-05,5,2,2011,5
1827,2004.0,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,6826.797741,2011-02-27,0.0,68.0,13.0,26.0,0.0,2.0,489.6,2011-02-27,27,2,2011,8
1828,2005.0,California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,3982.180708,2011-01-03,38500.0,99.0,26.0,49.0,1.0,1.0,423.286512,2011-01-03,3,1,2011,1
1829,2006.0,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Large,2887.779742,2011-02-15,62018.0,71.0,21.0,0.0,0.0,1.0,293.865315,2011-02-15,15,2,2011,7
1830,2007.0,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,2252.416825,2011-01-29,0.0,65.0,13.0,84.0,0.0,1.0,468.0,2011-01-29,29,1,2011,4
1831,2008.0,California,No,Basic,High School or Below,Others,F,Suburban,Divorced,Personal,Offer1,Agent,SUV,Medsize,8458.531323,2011-01-01,57394.0,106.0,8.0,11.0,0.0,3.0,316.492058,2011-01-01,1,1,2011,52
1832,2009.0,California,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,7478.313695,2011-01-26,23530.0,65.0,22.0,34.0,0.0,2.0,312.0,2011-01-26,26,1,2011,4
1833,2010.0,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3788.649817,2011-02-22,48887.0,95.0,26.0,25.0,0.0,1.0,456.0,2011-02-22,22,2,2011,8
1834,2011.0,California,No,Extended,College,Employed,F,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,5220.685297,2011-01-06,68867.0,129.0,19.0,91.0,0.0,1.0,619.2,2011-01-06,6,1,2011,1
1835,2012.0,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Small,7130.294828,2011-01-28,12062.0,63.0,3.0,42.0,0.0,2.0,302.4,2011-01-28,28,1,2011,4
1836,2013.0,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,8513.592687,2011-02-11,59230.0,107.0,11.0,56.0,0.0,5.0,245.076091,2011-02-11,11,2,2011,6
1837,2014.0,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Corporate,Offer2,Web,Four-Door Car,Large,5660.133806,2011-02-18,59586.0,72.0,6.0,70.0,0.0,3.0,91.198362,2011-02-18,18,2,2011,7
1838,2015.0,Oregon,No,Basic,High School or Below,Employed,M,Urban,Single,Personal,Offer2,Agent,Four-Door Car,Large,4082.170583,2011-01-08,57506.0,102.0,24.0,43.0,0.0,1.0,615.243841,2011-01-08,8,1,2011,1
1839,2016.0,California,No,Extended,High School or Below,Others,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,5318.89664,2011-01-12,25134.0,67.0,3.0,0.0,0.0,6.0,321.6,2011-01-12,12,1,2011,2
1840,2017.0,Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal,Offer2,Branch,Luxury SUV,Medsize,4160.162571,2011-02-08,0.0,61.0,3.0,58.0,0.0,5.0,292.8,2011-02-08,8,2,2011,6
1841,2018.0,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Web,Four-Door Car,Large,2237.347771,2011-02-04,0.0,61.0,19.0,44.0,0.0,1.0,292.8,2011-02-04,4,2,2011,5
1842,2019.0,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3460.12299,2011-01-14,0.0,100.0,15.0,96.0,1.0,1.0,720.0,2011-01-14,14,1,2011,2
1843,2020.0,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,16005.50507,2011-01-11,44901.0,70.0,15.0,56.0,2.0,2.0,460.806124,2011-01-11,11,1,2011,2
1844,2021.0,Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,6986.603722,2011-01-11,0.0,93.0,21.0,8.0,0.0,3.0,149.269407,2011-01-11,11,1,2011,2
1845,2022.0,California,Yes,Extended,College,Others,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,8826.961501,2011-01-21,28463.0,113.0,0.0,45.0,2.0,7.0,324.317667,2011-01-21,21,1,2011,3
1846,2023.0,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,4726.869327,2011-01-10,13037.0,124.0,28.0,49.0,0.0,1.0,839.348464,2011-01-10,10,1,2011,2
1847,2024.0,Nevada,Yes,Extended,College,Employed,M,Suburban,Single,Personal,Offer2,Agent,Luxury SUV,Small,,,,,,,,,,,0,0,0,0
1848,2025.0,Arizona,Yes,Basic,College,Employed,F,Rural,Single,Corporate,Offer2,Agent,Two-Door Car,Medsize,7247.313475,2011-02-23,0.0,104.0,9.0,58.0,0.0,7.0,499.2,2011-02-23,23,2,2011,8
1849,2026.0,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,5137.852105,2011-02-18,78460.0,64.0,3.0,93.0,0.0,4.0,203.568733,2011-02-18,18,2,2011,7
1850,2027.0,Washington,No,Premium,Bachelor,Employed,F,Urban,Married,Personal,Offer4,Agent,SUV,Medsize,2739.05724,2011-01-13,0.0,92.0,26.0,11.0,4.0,1.0,657.290491,2011-01-13,13,1,2011,2
